site_id,BASIN,LOCATION,RIVERMILE,sample_date,sys_sample_code,sample_source,sample_matrix_code,dec_sample_type_cde,lab_sample_type_cde,sample_type_code_combined,chemical_name,fraction,result_value,result_unit,lab_qualifiers,interpreted_qualifiers,validator_qualifiers,validator_qualifiers_equis,method_detection_limit,reporting_detection_limit,quantitation_limit,detection_limit_unit,adj_result_value,SITE_WATER_QLTY_STANDARD,US_L3CODE,US_L3NAME,NA_L3CODE,NA_L2CODE,NA_L2NAME
04-BLAK-34.9,04,BLAK,34.9,2014-09-11 11:38:00,04021137,,WS,,,N,chloride (as cl),T,58.6,mg/l,,,0,,0.3,,2,mg/l,58.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLAK-34.9,04,BLAK,34.9,2014-09-11 11:38:00,04021137,,WS,,,N,chloride (as cl),T,64.3,mg/l,,,0,,0.3,,2,mg/l,64.3,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLAK-34.9,04,BLAK,34.9,2019-07-23 16:00:00,04-BLAK-34.9-07232019-W,field,WS,N,N,,chloride (as cl),TOTAL,57.8,mg/l,0,,A,,0.5,,2,mg/l,57.8,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLAK-34.9,04,BLAK,34.9,2014-09-11 11:38:00,04021137,,WS,,,N,chloride (as cl),T,62.1,mg/l,,,0,,0.3,,2,mg/l,62.1,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLAK-34.9,04,BLAK,34.9,2014-09-11 11:38:00,04021137,,WS,,,N,chloride (as cl),T,59.7,mg/l,,,0,,0.3,,2,mg/l,59.7,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLAK-34.9,04,BLAK,34.9,2014-09-11 11:38:00,04021137,,WS,,,N,chloride (as cl),T,57.9,mg/l,,,0,,0.3,,2,mg/l,57.9,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLAK_N_T1-1.1,04,BLAK_N_T1,1.1,2019-07-23 17:30:00,04-BLAK_N_T1-1.1-07232019-W,field,WS,N,N,,chloride (as cl),TOTAL,43.1,mg/l,0,,A,,0.5,,2,mg/l,43.1,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLAK_T16-0.8,04,BLAK_T16,0.8,2019-07-23 18:30:00,04-BLAK_T16-0.8-07232019-W,field,WS,N,N,,chloride (as cl),TOTAL,26,mg/l,0,,A,,0.5,,2,mg/l,26,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLAK_T30a-0.2,04,BLAK_T30a,0.2,2014-09-11 12:30:00,04022300,,WS,,,N,chloride (as cl),T,48.6,mg/l,,,0,,0.3,,2,mg/l,48.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLAK_T30a-0.2,04,BLAK_T30a,0.2,2014-09-11 12:30:00,04022300,,WS,,,N,chloride (as cl),T,50.4,mg/l,,,0,,0.3,,2,mg/l,50.4,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLAK_T30a-0.2,04,BLAK_T30a,0.2,2014-09-11 12:30:00,04022300,,WS,,,N,chloride (as cl),T,61.6,mg/l,,,0,,0.3,,2,mg/l,61.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLAK_T30a-0.2,04,BLAK_T30a,0.2,2014-09-11 12:30:00,04022300,,WS,,,N,chloride (as cl),T,62.7,mg/l,,,0,,0.3,,2,mg/l,62.7,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLAK_T30a-0.2,04,BLAK_T30a,0.2,2014-09-11 12:30:00,04022300,,WS,,,N,chloride (as cl),T,46.6,mg/l,,,0,,0.3,,2,mg/l,46.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLCB-2.0,04,BLCB,2.0,2010-10-06 10:15:00,04031502_10062010_WS,,WS,,,N,chloride (as cl),T,8.3,mg/l,,,0,,,,,,8.3,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-BLCB-2.0,04,BLCB,2.0,2010-08-17 10:40:00,04031502_08172010_WS,,WS,,,N,chloride (as cl),T,14.2,mg/l,,,0,,,,,,14.2,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-BLCB-2.0,04,BLCB,2.0,2010-05-19 10:30:00,04031502_05192010_WS,,WS,,,N,chloride (as cl),T,10.8,mg/l,,,0,,,,,,10.8,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-BLCB-2.0,04,BLCB,2.0,2010-06-30 10:05:00,04031502_06302010_WS,,WS,,,N,chloride (as cl),T,17.4,mg/l,,,0,,,,,,17.4,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-BLCB-2.0,04,BLCB,2.0,2010-10-26 10:15:00,04031502_10262010_WS,,WS,,,N,chloride (as cl),T,18.1,mg/l,,,0,,,,,,18.1,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-BLCB-2.0,04,BLCB,2.0,2010-09-15 10:00:00,04031502_09152010_WS,,WS,,,N,chloride (as cl),T,22.7,mg/l,,,0,,,,,,22.7,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-BLCB-2.0,04,BLCB,2.0,2010-07-28 10:15:00,04031502_07282010_WS,,WS,,,N,chloride (as cl),T,13.3,mg/l,,,0,,,,,,13.3,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-BLCB-2.0,04,BLCB,2.0,2010-06-16 10:20:00,04031502_06162010_WS,,WS,,,N,chloride (as cl),T,11.4,mg/l,,,0,,,,,,11.4,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-BLCB-2.0,04,BLCB,2.0,2010-04-27 10:20:00,04031502_04272010_WS,,WS,,,N,chloride (as cl),T,8.2,mg/l,,,0,,,,,,8.2,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-BLCB-2.0,04,BLCB,2.0,2010-04-06 11:05:00,04031502_04062010_WS,,WS,,,N,chloride (as cl),T,13.3,mg/l,,,0,,,,,,13.3,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-BLCE-5.2,04,BLCE,5.2,2019-07-24 20:00:00,04-BLCE-5.2-07242019-W,field,WS,N,N,,chloride (as cl),TOTAL,5.7,mg/l,0,,A,,0.5,,2,mg/l,5.7,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-BLOW-0.4,04,BLOW,0.4,2014-09-11 12:55:00,04022200,,WS,,,N,chloride (as cl),T,83.4,mg/l,,,0,,0.6,,4,mg/l,83.4,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLOW-0.4,04,BLOW,0.4,2014-09-11 12:55:00,04022200,,WS,,,N,chloride (as cl),T,109,mg/l,,,0,,0.6,,4,mg/l,109,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLOW-0.4,04,BLOW,0.4,2014-09-11 12:55:00,04022200,,WS,,,N,chloride (as cl),T,118,mg/l,,,0,,0.6,,4,mg/l,118,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLOW-0.4,04,BLOW,0.4,2014-09-11 12:55:00,04022200,,WS,,,N,chloride (as cl),T,117,mg/l,,,0,,0.6,,4,mg/l,117,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLOW-0.4,04,BLOW,0.4,2014-09-11 12:55:00,04022200,,WS,,,N,chloride (as cl),T,94.3,mg/l,,,0,,0.3,,2,mg/l,94.3,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLOW-4.6,04,BLOW,4.6,2014-09-11 11:15:00,04022204,,WS,,,N,chloride (as cl),T,85.1,mg/l,,,0,,0.6,,4,mg/l,85.1,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLOW-4.6,04,BLOW,4.6,2014-09-11 11:15:00,04022204,,WS,,,N,chloride (as cl),T,120,mg/l,,,0,,0.6,,4,mg/l,120,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLOW-4.6,04,BLOW,4.6,2014-09-11 11:15:00,04022204,,WS,,,N,chloride (as cl),T,112,mg/l,,,0,,0.6,,4,mg/l,112,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLOW-4.6,04,BLOW,4.6,2014-09-11 11:15:00,04022204,,WS,,,N,chloride (as cl),T,100,mg/l,,,0,,0.6,,4,mg/l,100,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BLOW-4.6,04,BLOW,4.6,2014-09-11 11:15:00,04022204,,WS,,,N,chloride (as cl),T,118,mg/l,,,0,,0.6,,4,mg/l,118,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BSPR-0.2,04,BSPR,0.2,2015-05-13 09:00:00,04022401_05132015_WS,field,WS,,,N,chloride (as cl),T,56.4,mg/l,,,0,,0.3,,2,mg/l,56.4,C(TS),83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BSPR-0.2,04,BSPR,0.2,2015-04-21 11:00:00,04022401_04212015_WS,field,WS,,,N,chloride (as cl),T,56.6,mg/l,,,0,,0.3,,2,mg/l,56.6,C(TS),83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BSPR-0.2,04,BSPR,0.2,2015-10-26 11:00:00,04022401_10262015_WS,field,WS,,,N,chloride (as cl),T,65.3,mg/l,,,0,,1,,2,mg/l,65.3,C(TS),83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BSPR-0.2,04,BSPR,0.2,2015-06-17 11:00:00,04022401_06172015_WS,field,WS,,,N,chloride (as cl),T,59.8,mg/l,,,0,,0.3,,2,mg/l,59.8,C(TS),83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BSPR-0.2,04,BSPR,0.2,2015-08-05 10:00:00,04022401_08052015_WS,field,WS,,,N,chloride (as cl),T,57.4,mg/l,,,0,,1,,2,mg/l,57.4,C(TS),83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BSPR-0.2,04,BSPR,0.2,2015-09-21 12:00:00,04022401_09212015_WS,field,WS,,,N,chloride (as cl),T,57.7,mg/l,,,0,,1,,2,mg/l,57.7,C(TS),83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-BUCK-2.0,04,BUCK,2.0,2019-07-24 14:30:00,04-BUCK-2.0-07242019-W,field,WS,N,N,,chloride (as cl),TOTAL,42.6,mg/l,0,,A,,0.5,,2,mg/l,42.6,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-CLCK-0.2,04,CLCK,0.2,2010-04-06 11:45:00,04031401_04062010_WS,,WS,,,N,chloride (as cl),T,12.3,mg/l,,,0,,,,,,12.3,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CLCK-0.2,04,CLCK,0.2,2010-07-28 11:00:00,04031401_07282010_WS,,WS,,,N,chloride (as cl),T,15,mg/l,,,0,,,,,,15,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CLCK-0.2,04,CLCK,0.2,2010-08-17 11:20:00,04031401_08172010_WS,,WS,,,N,chloride (as cl),T,18,mg/l,,,0,,,,,,18,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CLCK-0.2,04,CLCK,0.2,2010-04-27 11:00:00,04031401_04272010_WS,,WS,,,N,chloride (as cl),T,9.3,mg/l,,,0,,,,,,9.3,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CLCK-0.2,04,CLCK,0.2,2010-10-26 11:00:00,04031401_10262010_WS,,WS,,,N,chloride (as cl),T,9.5,mg/l,,,0,,,,,,9.5,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CLCK-0.2,04,CLCK,0.2,2010-06-30 10:40:00,04031401_06302010_WS,,WS,,,N,chloride (as cl),T,13.5,mg/l,,,0,,,,,,13.5,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CLCK-0.2,04,CLCK,0.2,2010-10-06 11:00:00,04031401_10062010_WS,,WS,,,N,chloride (as cl),T,7.1,mg/l,,,0,,,,,,7.1,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CLCK-0.2,04,CLCK,0.2,2010-09-15 10:55:00,04031401_09152010_WS,,WS,,,N,chloride (as cl),T,17.8,mg/l,,,0,,,,,,17.8,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CLCK-0.2,04,CLCK,0.2,2010-06-16 11:00:00,04031401_06162010_WS,,WS,,,N,chloride (as cl),T,12.8,mg/l,,,0,,,,,,12.8,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CLCK-0.2,04,CLCK,0.2,2010-05-19 11:15:00,04031401_05192010_WS,,WS,,,N,chloride (as cl),T,10.2,mg/l,,,0,,,,,,10.2,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CNEA-0.1,04,CNEA,0.1,2005-09-27 10:00:00,04031301-09272005-WS,,WS,,,N,chloride (as cl),T,10.2,mg/l,,,0,,,,,,10.2,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CNEA-0.1,04,CNEA,0.1,2005-06-14 11:00:00,04031301-06142005-WS,,WS,,,N,chloride (as cl),T,10.2,mg/l,,,0,,,,,,10.2,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CNEA-0.1,04,CNEA,0.1,2005-08-11 00:00:00,04031301-08112005-WS,,WS,,,N,chloride (as cl),T,11.1,mg/l,,,0,,,,,,11.1,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CNEA-0.1,04,CNEA,0.1,2005-09-06 11:00:00,04031301-09062005-WS,,WS,,,N,chloride (as cl),T,12,mg/l,,,0,,,,,,12,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CNEA-0.1,04,CNEA,0.1,2005-07-11 14:00:00,04031301-07112005-WS,,WS,,,N,chloride (as cl),T,12.4,mg/l,,,0,,,,,,12.4,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CNEA-0.1,04,CNEA,0.1,2005-10-19 11:00:00,04031301-10192005-WS,,WS,,,N,chloride (as cl),T,10.3,mg/l,,,0,,,,,,10.3,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CNEA-0.1,04,CNEA,0.1,2005-04-12 00:00:00,04031301-04122005-WS,,WS,,,N,chloride (as cl),T,14.6,mg/l,,,0,,,,,,14.6,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CNEA-0.1,04,CNEA,0.1,2005-05-24 10:00:00,04031301-05242005-WS,,WS,,,N,chloride (as cl),T,12,mg/l,,,0,,,,,,12,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CNEA-0.1,04,CNEA,0.1,2005-05-03 11:00:00,04031301-05032005-WS,,WS,,,N,chloride (as cl),T,9.98,mg/l,,,0,,,,,,9.98,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CNEA-0.1,04,CNEA,0.1,2005-11-09 10:00:00,04031301-11092005-WS,,WS,,,N,chloride (as cl),T,12.3,mg/l,,,0,,,,,,12.3,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CNEA-10.1,04,CNEA,10.1,2019-07-24 19:45:00,04-CNEA-10.1-07242019-W,field,WS,N,N,,chloride (as cl),TOTAL,4.4,mg/l,0,,A,,0.5,,2,mg/l,4.4,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CNEA-6.5,04,CNEA,6.5,2019-07-24 21:00:00,04-CNEA-6.5-07242019-W,field,WS,N_DUPPARENT,N,,chloride (as cl),TOTAL,6.4,mg/l,0,,A,,0.5,,2,mg/l,6.4,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-COHO_T41-0.1,04,COHO_T41,0.1,2019-07-17 16:10:00,04-COHO_T41-0.1-07172019-W,field,WS,N,N,,chloride (as cl),TOTAL,14.5,mg/l,0,,A,,0.5,,2,mg/l,14.5,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CONE-1.9,04,CONE,1.9,2019-07-23 18:00:00,04-CONE-1.9-07232019-W,field,WS,N,N,,chloride (as cl),TOTAL,67.1,mg/l,0,,A,,0.5,,2,mg/l,67.1,C,83,Eastern Great Lakes Lowlands,8.1.1,8.1,MIXED WOOD PLAINS
04-CRAW-0.4,04,CRAW,0.4,2015-06-16 11:00:00,04031H00_06162015_WS,field,WS,,,N,chloride (as cl),T,2.6,mg/l,,,0,,0.3,,2,mg/l,2.6,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRAW-0.4,04,CRAW,0.4,2015-09-22 11:00:00,04031H00_09222015_WS,field,WS,,,N,chloride (as cl),T,8.04,mg/l,,,0,,0.1,,0.2,mg/l,8.04,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRAW-0.4,04,CRAW,0.4,2015-04-20 09:00:00,04031H00_04202015_WS,field,WS,,,N,chloride (as cl),T,5.2,mg/l,,,0,,0.3,,2,mg/l,5.2,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRAW-0.4,04,CRAW,0.4,2015-08-04 09:00:00,04031H00_08042015_WS,field,WS,,,N,chloride (as cl),T,8.41,mg/l,,,0,,0.1,,0.2,mg/l,8.41,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRAW-0.4,04,CRAW,0.4,2015-05-11 11:00:00,04031H00_05112015_WS,field,WS,,,N,chloride (as cl),T,2.7,mg/l,,,0,,0.3,,2,mg/l,2.7,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRAW-0.4,04,CRAW,0.4,2015-10-28 11:00:00,04031H00_10282015_WS,field,WS,,,N,chloride (as cl),T,5.84,mg/l,,,0,,0.1,,0.2,mg/l,5.84,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRYD-2.3,04,CRYD,2.3,2010-04-05 09:30:00,04031A01_04052010_WS,,WS,,,N,chloride (as cl),T,21.3,mg/l,,,0,,,,,,21.3,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRYD-2.3,04,CRYD,2.3,2010-06-28 09:40:00,04031A01_06282010_WS,,WS,,,N,chloride (as cl),T,33,mg/l,,,0,,,,,,33,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRYD-2.3,04,CRYD,2.3,2010-08-16 10:00:00,04031A01_08162010_WS,,WS,,,N,chloride (as cl),T,38.8,mg/l,,,0,,,,,,38.8,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRYD-2.3,04,CRYD,2.3,2010-09-14 09:45:00,04031A01_09142010_WS,,WS,,,N,chloride (as cl),T,40.6,mg/l,,,0,,,,,,40.6,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRYD-2.3,04,CRYD,2.3,2010-04-26 09:40:00,04031A01_04262010_WS,,WS,,,N,chloride (as cl),T,29.7,mg/l,,,0,,,,,,29.7,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRYD-2.3,04,CRYD,2.3,2010-06-14 09:40:00,04031A01_06142010_WS,,WS,,,N,chloride (as cl),T,22.7,mg/l,,,0,,,,,,22.7,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRYD-2.3,04,CRYD,2.3,2010-10-25 10:00:00,04031A01_10252010_WS,,WS,,,N,chloride (as cl),T,23.6,mg/l,,,0,,,,,,23.6,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRYD-2.3,04,CRYD,2.3,2010-07-26 09:30:00,04031A01_07262010_WS,,WS,,,N,chloride (as cl),T,33.5,mg/l,,,0,,,,,,33.5,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRYD-2.3,04,CRYD,2.3,2010-05-18 09:45:00,04031A01_05182010_WS,,WS,,,N,chloride (as cl),T,20.6,mg/l,,,0,,,,,,20.6,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-CRYD-2.3,04,CRYD,2.3,2010-10-04 10:00:00,04031A01_10042010_WS,,WS,,,N,chloride (as cl),T,28,mg/l,,,0,,,,,,28,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-DUNN-0.1,04,DUNN,0.1,2019-07-24 20:00:00,04-DUNN-0.1-07242019-W,field,WS,N,N,,chloride (as cl),TOTAL,56.7,mg/l,0,,A,,0.5,,2,mg/l,56.7,AA(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-DYKE-0.3,04,DYKE,0.3,2005-09-06 09:00:00,04031601-09062005-WS,,WS,,,N,chloride (as cl),T,31.3,mg/l,,,0,,,,,,31.3,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-DYKE-0.3,04,DYKE,0.3,2005-11-09 09:00:00,04031601-11092005-WS,,WS,,,N,chloride (as cl),T,23,mg/l,,,0,,,,,,23,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-DYKE-0.3,04,DYKE,0.3,2005-08-11 00:00:00,04031601-08112005-WS,,WS,,,N,chloride (as cl),T,33.7,mg/l,,,0,,,,,,33.7,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-DYKE-0.3,04,DYKE,0.3,2005-07-11 12:00:00,04031601-07112005-WS,,WS,,,N,chloride (as cl),T,29.8,mg/l,,,0,,,,,,29.8,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-DYKE-0.3,04,DYKE,0.3,2005-06-14 09:00:00,04031601-06142005-WS,,WS,,,N,chloride (as cl),T,32.2,mg/l,,,0,,,,,,32.2,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-DYKE-0.3,04,DYKE,0.3,2005-10-19 09:00:00,04031601-10192005-WS,,WS,,,N,chloride (as cl),T,33.2,mg/l,,,0,,,,,,33.2,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-DYKE-0.3,04,DYKE,0.3,2005-05-24 08:00:00,04031601-05242005-WS,,WS,,,N,chloride (as cl),T,24.3,mg/l,,,0,,,,,,24.3,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-DYKE-0.3,04,DYKE,0.3,2005-09-27 09:00:00,04031601-09272005-WS,,WS,,,N,chloride (as cl),T,29.8,mg/l,,,0,,,,,,29.8,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-DYKE-0.3,04,DYKE,0.3,2005-05-03 09:00:00,04031601-05032005-WS,,WS,,,N,chloride (as cl),T,17.4,mg/l,,,0,,,,,,17.4,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-DYKE-0.3,04,DYKE,0.3,2005-04-12 00:00:00,04031601-04122005-WS,,WS,,,N,chloride (as cl),T,17.2,mg/l,,,0,,,,,,17.2,C,60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-EKOY-1.9,04,EKOY,1.9,2015-08-04 12:00:00,04032102_08042015_WS,field,WS,,,N,chloride (as cl),T,31.9,mg/l,,,0,,1,,2,mg/l,31.9,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-EKOY-1.9,04,EKOY,1.9,2015-04-21 10:00:00,04032102_04212015_WS,field,WS,,,N,chloride (as cl),T,41.1,mg/l,,,0,,0.3,,2,mg/l,41.1,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-EKOY-1.9,04,EKOY,1.9,2005-11-09 11:00:00,04032102-11092005-WS,,WS,,,N,chloride (as cl),T,23.8,mg/l,,,0,,,,,,23.8,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-EKOY-1.9,04,EKOY,1.9,2005-09-06 12:00:00,04032102-09062005-WS,,WS,,,N,chloride (as cl),T,24.3,mg/l,,,0,,,,,,24.3,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-EKOY-1.9,04,EKOY,1.9,2005-06-14 11:00:00,04032102-06142005-WS,,WS,,,N,chloride (as cl),T,20.8,mg/l,,,0,,,,,,20.8,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-EKOY-1.9,04,EKOY,1.9,2015-05-11 12:00:00,04032102_05112015_WS,field,WS,,,N,chloride (as cl),T,26.4,mg/l,,,0,,0.3,,2,mg/l,26.4,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-EKOY-1.9,04,EKOY,1.9,2015-06-16 12:00:00,04032102_06162015_WS,field,WS,,,N,chloride (as cl),T,16.8,mg/l,,,0,,0.3,,2,mg/l,16.8,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-EKOY-1.9,04,EKOY,1.9,2005-10-19 11:00:00,04032102-10192005-WS,,WS,,,N,chloride (as cl),T,27.6,mg/l,,,0,,,,,,27.6,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-EKOY-1.9,04,EKOY,1.9,2005-07-11 14:00:00,04032102-07112005-WS,,WS,,,N,chloride (as cl),T,24.2,mg/l,,,0,,,,,,24.2,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-EKOY-1.9,04,EKOY,1.9,2005-05-03 12:00:00,04032102-05032005-WS,,WS,,,N,chloride (as cl),T,21.4,mg/l,,,0,,,,,,21.4,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
04-EKOY-1.9,04,EKOY,1.9,2005-05-24 11:00:00,04032102-05242005-WS,,WS,,,N,chloride (as cl),T,23.4,mg/l,,,0,,,,,,23.4,C(T),60,Northern Allegheny Plateau,8.1.3,8.1,MIXED WOOD PLAINS
