Site_ID,Lat,Long,SITE_NAME,Site_Selection,Project_Name
10-MKEN-2.8,44.2346,-74.2225,Mckenna Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-MKZI-0.8,44.314827,-74.105152,Mckenzie Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-MULB-0.2,44.10118,-73.44846,Mullen Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-NBAY-1.3,43.62695,-73.60777,Northwest Bay Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-NBAY-6.5,43.692,-73.592,Northwest Bay Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-NICO-1.0,44.269447,-73.835122,Nichols Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-NMOW_T1-1.7,44.236531,-73.91316,Unnamed Tributary To North Meadow Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-NMOW_T1-1.8,44.237192,-73.912338,Unnamed Tributary To North Meadow Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-NSAR-2.1,44.5923,-73.8754,North Branch Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-NSAR-21.2,44.5115,-74.14827,North Branch Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-NSAR-9.0,44.574847,-73.986187,North Branch Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-NSAR_T31-2.0,44.532379,-74.158709,Unnamed Tributary To North Branch Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-NSAR_T7-0.8,44.571,-73.97419,Unnamed Tributary To North Branch Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-OUTL-0.1,44.28056,-73.99556,Outlet Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-PALM-0.1,44.45278,-73.68389,Palmer Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-PHEP-0.2,44.19972,-73.77944,Phelps Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-PIKE-0.9,43.5589,-73.47149,Pike Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-PUTM-13.2,43.87472,-73.54056,Putnam Creek,Non-Targeted / Targeted,RIBS Screening / RAS
10-PUTM-3.1,43.95056,-73.45778,Putnam Creek,Non-Targeted / Targeted,RIBS Screening / RAS
10-PUTM-4.5,43.94124,-73.473716,Putnam Creek,Non-Targeted / Targeted,RIBS Screening / RAS
10-PUTM_T5-0.3,43.9359,-73.5363,Unnamed Tributary To Putnam Creek,Non-Targeted / Targeted,RIBS Screening / RAS
10-RAYB-3.9,44.29361,-74.06972,Ray Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-RAYB_T4-0.2,44.29463,-74.06283,Unnamed Tributary To  Ray Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-RILY-1.6,43.825,-73.49337,Riley Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-ROCY-0.1,44.371,-73.71638,Rocky Branch Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-RORB-0.1,44.27555,-73.93693,Roaring Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-RORE-2.3,44.174475,-73.65014,Roaring Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-RORE-4.7,44.17349,-73.69146,Roaring Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL-13.1,44.48221,-73.55639,Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL-14.6,44.464375,-73.575255,Ausable River,Targeted,RIBS Routine
10-SABL-14.7,44.465,-73.575,Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL-19.3,44.44932,-73.65453,Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL-2.2,44.55889,-73.44917,Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL-7.6,44.504102,-73.481615,Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_E-0.4,44.43778,-73.67805,East Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_E-1.9,44.41817,-73.67925,East Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_E-13.5,44.298624,-73.79453,East Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_E-17.2,44.25583,-73.79511,East Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_E-20.9,44.22129,-73.78608,East Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_E-22.9,44.188551,-73.78397,East Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_E-23.3,44.19417,-73.78554,East Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_E-25.8,44.1634,-73.7784,East Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_E-5.8,44.377233,-73.71493,East Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_E-7.6,44.366064,-73.73314,East Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_E_T18-0.1,44.320855,-73.77846,Unnamed Tributary To East Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-0.2,44.44139,-73.67693,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-0.3,44.4422,-73.68049,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-10.3,44.388731,-73.8178,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-12.9,44.365,-73.84389,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-14.2,44.35139,-73.86222,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-15.1,44.347661,-73.878711,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-16.8,44.33389,-73.90221,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-17.8,44.32222,-73.9136,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-18.6,44.312591,-73.91477,West Branch Ausable River. River Smpl 3; Abrasive,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-20.7,44.29944,-73.93027,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-23.0,44.27611,-73.93776,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-24.0,44.2675,-73.94972,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-25.6,44.25722,-73.9625,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-8.0,44.404,-73.783,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W-9.9,44.38873,-73.8178,West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W_T13-0.1,44.382641,-73.82927,Unnamed Tributary To West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W_T13-0.2,44.383231,-73.83041,Unnamed Tributary To West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W_T14-0.2,44.372134,-73.83521,Unnamed Tributary To West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W_T14-0.3,44.372709,-73.836691,Unnamed Tributary To West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W_T26-0.1,44.312151,-73.914701,Unnamed Tributary To West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W_T26-0.2,44.312082,-73.914339,Unnamed Tributary To West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W_T27-0.1,44.304024,-73.92061,Unnamed Tributary To West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SABL_W_T27-0.2,44.302894,-73.920409,Unnamed Tributary To West Branch Ausable River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SAMN-16.2,44.60094,-73.66999,Salmon River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SAMN-18.1,44.589022,-73.69958,Salmon River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SARA-21.8,44.64778,-73.74693,Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SARA-23.6,44.638003,-73.75594,Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SARA-34.1,44.5452,-73.86999,Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SARA-46.3,44.40139,-74.03527,Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SARA-48.1,44.39489,-74.05654,Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SARA-54.7,44.33222,-74.12499,Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SARA_T19-0.1,44.61015,-73.79464,Unnamed Tributary To Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SARA_T57-0.2,44.323227,-74.12111,Unnamed Tributary To Saranac River,Non-Targeted / Targeted,RIBS Screening / RAS
10-SARS-0.1,44.38182,-74.23687,Unnamed Tributary To Lake Clear,Non-Targeted / Targeted,RIBS Screening / RAS
10-SBBK-0.5,44.2067,-73.68389,South Branch Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-SENT-0.1,44.34922,-73.86702,Sentinel Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-SENT-0.3,44.34693,-73.869134,Sentinel Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-SMIB-0.5,43.482507,-73.694585,Smith Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-SMOW-1.4,44.19959,-73.91331,South Meadow Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-SOUL-1.0,44.70483,-73.819709,South Inlet To Chazy Lake,Non-Targeted / Targeted,RIBS Screening / RAS
10-SPEC-0.2,43.523613,-73.50909,Spectacle Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-SPRU-0.7,44.30556,-73.4886,Spruce Mill Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-SPRU-14.6,44.277789,-73.67225,Spruce Mill Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-SPRU-6.8,44.267737,-73.55074,Spruce Mill Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-STYL-3.6,44.30145,-73.72594,Styles Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-THAD-1.6,43.455837,-73.56182,Unnamed Tributary To Hadlock Pond,Non-Targeted / Targeted,RIBS Screening / RAS
10-THAF-2.6,43.405575,-73.57749,Unnamed Tributary To Hadlock Pond,Non-Targeted / Targeted,RIBS Screening / RAS
10-TROK-0.1,43.84444,-73.43306,Trout Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-TRUB-0.7,44.63722,-73.77028,True Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-TWOB-1.3,44.40855,-74.08426,Twobridge Creek,Non-Targeted / Targeted,RIBS Screening / RAS
10-TWOB-3.6,44.4123,-74.1113,Twobridge Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-TWOB-3.7,44.41222,-74.11166,Twobridge Creek,Non-Targeted / Targeted,RIBS Screening / RAS
10-WESB-1.4,44.59305,-73.9868,West Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-WHIF-1.6,44.35201,-73.92366,Whiteface Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-WSBR-0.2,43.41833,-73.71083,West Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-WSBR-0.5,43.4163,-73.717,West Brook,Non-Targeted / Targeted,RIBS Screening / RAS
10-WSBR-1.0,43.41195,-73.725,West Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS_41-0.2,43.39889,-74.30028,Unnamed Tributary To Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS_43-0.1,43.39861,-74.63611,Unnamed Tributary To Piseco Lake Outlet,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS_44-0.5,43.62472,-74.40388,Unnamed Tributary To Miami River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS_45-0.8,43.50139,-74.31084,Unnamed Tributary To Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS_47-0.8,43.51333,-74.15833,Unnamed Tributary To East Branch Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS_48-0.9,43.305,-74.20361,Unnamed Tributary To East Stony Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS_49-0.3,43.36083,-74.32667,Unnamed Tributary To West Branch Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS_52-3.3,43.42861,-74.31778,Elbow Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS_53-0.7,43.43972,-74.46806,Unnamed Tributary To Piseco Lake Outlet,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_08-0.7,43.87746,-73.88422,Unnamed Tributary To West Br.,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_120-0.9,43.5014,-74.3108,Unnamed Tributary To Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_147-0.5,43.84036,-74.43049,Unnamed Tributary To Cedar River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_156-0.1,43.96827,-74.05109,Unnamed Tributary To Upper  Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_16-0.2,43.39841,-74.30006,Unnamed Tributary To Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_165-0.1,43.71979,-74.064,Unnamed Tributary To Balm Of Gilead Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_166-1.5,43.69683,-74.06022,Unnamed TributaryTo East Branch Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_168-0.8,43.51344,-74.15853,Unnamed Tributary To East Branch Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_176-0.9,43.30468,-74.20325,Unnamed Tributary To East Stony Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_180-0.6,43.8625,-73.76226,Unnamed Tributary To Schroon,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_2009-0.3,44.12647,-73.98434,Cold Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_2010-0.3,44.13723,-73.96066,Unnamed Tributary To Avalanche Lake,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_209-0.1,43.36115,-74.32703,Unnamed Tributary To West Branch Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_212-0.1,43.8206,-74.34824,Unnamed Tributary To Cedar River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_245-1.4,43.77886,-73.91409,Unnamed Tributary To Trout Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_247-2.1,43.42315,-74.30125,Elbow Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_262-0.7,43.43992,-74.46825,Unnamed Tributary To Piseco Lake Outlet,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_262-0.7,43.44016504,-74.4682688,Unnamed Tributary To Piseco Lake Outlet,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_278-0.8,43.5933,-73.84997,Unnamed Tributary To Upper  Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_46-1.6,43.79996,-73.96865,Unnamed Tributary To Minerva Stream,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_60-0.2,43.39836,-74.63679,Unnamed Tributary To Piseco Lake Outlet,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_63-0.6,43.80576,-74.31699,Unnamed Tributary To Cedar River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS11_72-0.4,43.62499,-74.40435,Unnamed Tributary To Miami River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS12_113-0.8,44.001389,-73.721389,Walker Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-ADKS12_258-1.1,44.058333,-73.685556,Lindsay Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-ARCH-1.9,43.99733,-74.24594,Archer Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-BACH-0.1,43.20833,-74.08082,Batcheller Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-BECH-0.2,43.22083,-74.10027,Beecher Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-BGBK-1.0,43.4715328,-73.78353923,Big Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-BGBK-1.0,43.47167,-73.78361,Big Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-BLBK-0.1,43.98611,-73.71584,Black Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-BOLT-0.1,43.65384538,-73.80593672,Bolster Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-BOLT-0.1,43.654,-73.806,Bolster Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-BORE-1.8,43.81683628,-74.06085583,Boreas River,Non-Targeted / Targeted,RIBS Screening / RAS
11-BORE-1.8,43.81667,-74.06111,Boreas River,Non-Targeted / Targeted,RIBS Screening / RAS
11-BRAN-1.5,43.95639,-73.76388,The Branch,Non-Targeted / Targeted,RIBS Screening / RAS
11-BROB-0.3,43.783,-74.427,Browns Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-BROB-0.3,43.78352681,-74.42626155,Browns Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-CEDR-14.3,43.78333,-74.32082,Cedar River,Non-Targeted / Targeted,RIBS Screening / RAS
11-CEDR-14.3,43.78375672,-74.32009201,Cedar River,Non-Targeted / Targeted,RIBS Screening / RAS
11-CHST-0.2,43.67417,-73.77861,Chester Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-CHST-2.5,43.656,-73.801,Chester Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-DALY-1.3,43.26889,-73.95472,Daley Cr.,Non-Targeted / Targeted,RIBS Screening / RAS
11-DERC-2.7,43.77611,-74.02917,Deer Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-DERC-2.7,43.77620978,-74.0288637,Deer Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-DOIG-4.5,43.37528642,-74.21977269,Doig Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-DURG-0.2,43.93982705,-73.95338383,Durgin Brook,Targeted,RMN
11-DURT-0.2,43.8375,-74.38499,Lake Durant Trib,Non-Targeted / Targeted,RIBS Screening / RAS
11-ELPH-0.1,43.14931643,-74.28194102,Elphee Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-ESTN-3.4,43.29508,-74.19261,East Stony Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-ESTN-3.4,43.29514093,-74.1927258,East Stony Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-ESTN-5.3,43.31528,-74.17833,East Stony Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-FISB-12.8,43.97781635,-74.33664987,Fishing Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-FISB-12.8,43.97806,-74.33667,Fishing Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-FISB-8.4,43.977386,-74.27055,Fishing Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-FREC-0.1,43.105,-74.16221,Frenchman Cr.,Non-Targeted / Targeted,RIBS Screening / RAS
11-GLNC-0.4,43.58556,-73.86999,Glen Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-HANC-0.2,43.12056,-74.13778,Hans Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-HANC-1.3,43.12361,-74.11945,Hans Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-HANC-3.1,43.12305,-74.09028,Hans Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-HANC-4.3,43.13075,-74.0755,Hans Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-HOLO-0.5,43.18167,-74.35889,Holmes Lake Outlet,Non-Targeted / Targeted,RIBS Screening / RAS
11-INDI-0.9,43.81611,-74.2075,Indian River,Non-Targeted / Targeted,RIBS Screening / RAS
11-INDI-0.9,43.81671931,-74.20622184,Indian River,Non-Targeted / Targeted,RIBS Screening / RAS
11-JESS-2.0,43.5825,-74.40667,Jessup River,Non-Targeted / Targeted,RIBS Screening / RAS
11-JESS-2.0,43.58259779,-74.40676717,Jessup River,Non-Targeted / Targeted,RIBS Screening / RAS
11-KENY-1.8,43.46361,-73.93611,Kenyontown,Non-Targeted / Targeted,RIBS Screening / RAS
11-KUNJ-5.8,43.56320136,-74.30764597,Kunjamuk River,Non-Targeted / Targeted,RIBS Screening / RAS
11-KUNJ-5.8,43.56306,-74.30749,Kunjamuk River,Non-Targeted / Targeted,RIBS Screening / RAS
11-KYET-7.5,43.07514,-74.142633,Kennyetto Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-LANG-0.2,43.481949,-74.068341,Langworthy Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-LFRIE-0.0,43.63889,-73.84028,Friends Lake,Non-Targeted / Targeted,RIBS Screening / RAS
11-LGILM-0.0,43.4648,-74.31546,Gilman Lake,Non-Targeted / Targeted,RIBS Screening / RAS
11-LLEWE-0.0,43.639305,-74.39821,Lewey Lake,Non-Targeted / Targeted,RIBS Screening / RAS
11-LPECK-0.0,43.110599,-74.4133,Peck Lake,Non-Targeted / Targeted,RIBS Screening / RAS
11-LRNC_21-20.2,43.25167,-73.83611,Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-LRNC_37-31.3,43.23111,-74.18639,Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-LRNC_40-0.1,43.48083,-73.81416,Schroon River,Non-Targeted / Targeted,RIBS Screening / RAS
11-LROND-0.0,43.79,-74.2624,Adirondack Lake,Non-Targeted / Targeted,RIBS Screening / RAS
11-MIAM-6.9,43.56778,-74.46694,Miami River,Non-Targeted / Targeted,RIBS Screening / RAS
11-MILW-2.4,43.63528,-73.92916,Mill Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-MIRV-1.0,43.77361,-73.91917,Minerva Stream,Non-Targeted / Targeted,RIBS Screening / RAS
11-MLHD-0.2,43.76417,-73.75528,Mill Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-NORH-0.6,43.69361,-73.98778,North Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-NORH-1.2,43.68667,-73.98943,North Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-PATR-0.2,43.49445,-73.81166,Patterson Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-PAUL-0.2,43.31111,-74.01222,Paul Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-PAUL-2.4,43.31884,-74.0151,Paul Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-PAUL-2.4,43.31842254,-74.0153478,Paul Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-PDOX-1.9,43.90944,-73.64388,Paradox Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-PERP-0.8,43.980992,-74.03424,Perch Pond Outlet,Non-Targeted / Targeted,RIBS Screening / RAS
11-PUTA-1.0,43.556,-73.992,Putnam Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-PUTA-1.0,43.55490076,-73.99204787,Putnam Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-ROAB-0.8,43.4229,-73.94168,Roaring Branch,Non-Targeted / Targeted,RIBS Screening / RAS
11-ROAB-0.8,43.42249649,-73.94152293,Roaring Branch,Non-Targeted / Targeted,RIBS Screening / RAS
11-ROCR-7.9,43.840691,-74.382799,Rock River,Non-Targeted / Targeted,RIBS Screening / RAS
11-ROGE-0.8,43.83694,-73.77444,Rogers Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-SACN-0.1,43.31361,-73.845,Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SACN-0.1,43.31412213,-73.84559629,Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SACN-38.0,43.3155175,-74.25353173,Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SACN-38.0,43.31436,-74.252487,Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SACN-50.7,43.44556,-74.25195,Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SACN-55.1,43.48889,-74.27278,Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SACN_E-1.6,43.45917,-74.22833,East Branch Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SACN_W-2.0,43.36970487,-74.32226242,West Branch Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SACN_W-2.0,43.36972,-74.32278,West Branch Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SACN_W-26.4,43.2514,-74.5165,West Branch Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SACN_WNB-0.1,43.25657935,-74.50448616,North Branch West Branch Sacandaga River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SANC-0.1,43.2701,-74.05979,Sand Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-SCHR-2.6,43.49123,-73.77068,Schroon River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SCHR-3.2,43.48815027,-73.76097034,Schroon River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SCHR-3.2,43.48806,-73.76082,Schroon River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SCHR-45.9,43.89944,-73.74889,Schroon River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SCHR-63.2,44.043703,-73.67818,Schroon River,Non-Targeted / Targeted,RIBS Screening / RAS
11-SQWA-0.1,43.74060488,-74.2955746,Squaw Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-STDL-1.8,43.74184931,-73.64967673,Spuytenduivel Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-STEE-0.1,43.13248,-74.07489,Steele Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-STEW-2.3,43.37926875,-73.83777492,Stewart Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-STEW-2.3,43.379,-73.837,Stewart Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-STOP-0.1,43.322,-73.843,Stones Pond Outlet,Non-Targeted / Targeted,RIBS Screening / RAS
11-STUR-0.6,43.24389,-73.83417,Sturdevant Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-STUR-0.6,43.24341231,-73.83415067,Sturdevant Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-TBRK-1.0,43.72869579,-73.8255282,Trout Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-TBRK-1.0,43.72722,-73.82361,Trout Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-TBRK-7.9,43.782,-73.89399,Trout Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-TEET-0.8,43.3153,-74.5559,Teeter Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-TEET-0.8,43.31585894,-74.55560161,Teeter Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-TENC-7.6,43.3717,-74.08539,Tenant Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-THIR-0.1,43.74445,-74.05806,Thirteenth Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-THIR-0.3,43.74084287,-74.06174922,Thirteenth Brook,Non-Targeted / Targeted,RIBS Screening / RAS
