OBJECTID,site_id,BASIN,ECO_REGION,HUC6_NAME,sample_date,chemical_name,result_value,result_unit,adj_result_value,Lat,Long,Eco_Region_Lvl_III,Class_A
1290,04-CLCK-0.2,4,7,Southwestern Lake Ontario,2010-04-06 11:45,chloride (as cl),12.3,mg/l,12.3,42.4642,-78.1127,,F
1291,04-CLCK-0.2,4,7,Southwestern Lake Ontario,2010-07-28 11:00,chloride (as cl),15,mg/l,15,42.4642,-78.1127,,F
1292,04-CLCK-0.2,4,7,Southwestern Lake Ontario,2010-08-17 11:20,chloride (as cl),18,mg/l,18,42.4642,-78.1127,,F
1293,04-CLCK-0.2,4,7,Southwestern Lake Ontario,2010-04-27 11:00,chloride (as cl),9.3,mg/l,9.3,42.4642,-78.1127,,F
1294,04-CLCK-0.2,4,7,Southwestern Lake Ontario,2010-10-26 11:00,chloride (as cl),9.5,mg/l,9.5,42.4642,-78.1127,,F
1295,04-CLCK-0.2,4,7,Southwestern Lake Ontario,2010-06-30 10:40,chloride (as cl),13.5,mg/l,13.5,42.4642,-78.1127,,F
1296,04-CLCK-0.2,4,7,Southwestern Lake Ontario,2010-10-06 11:00,chloride (as cl),7.1,mg/l,7.1,42.4642,-78.1127,,F
1297,04-CLCK-0.2,4,7,Southwestern Lake Ontario,2010-09-15 10:55,chloride (as cl),17.8,mg/l,17.8,42.4642,-78.1127,,F
1298,04-CLCK-0.2,4,7,Southwestern Lake Ontario,2010-06-16 11:00,chloride (as cl),12.8,mg/l,12.8,42.4642,-78.1127,,F
1299,04-CLCK-0.2,4,7,Southwestern Lake Ontario,2010-05-19 11:15,chloride (as cl),10.2,mg/l,10.2,42.4642,-78.1127,,F
1300,04-CNEA-0.1,4,7,Southwestern Lake Ontario,2005-09-27 10:00,chloride (as cl),10.2,mg/l,10.2,42.383055,-78.15472,,F
1301,04-CNEA-0.1,4,7,Southwestern Lake Ontario,2005-06-14 11:00,chloride (as cl),10.2,mg/l,10.2,42.383055,-78.15472,,F
1302,04-CNEA-0.1,4,7,Southwestern Lake Ontario,2005-08-11,chloride (as cl),11.1,mg/l,11.1,42.383055,-78.15472,,F
1303,04-CNEA-0.1,4,7,Southwestern Lake Ontario,2005-09-06 11:00,chloride (as cl),12,mg/l,12,42.383055,-78.15472,,F
1304,04-CNEA-0.1,4,7,Southwestern Lake Ontario,2005-07-11 14:00,chloride (as cl),12.4,mg/l,12.4,42.383055,-78.15472,,F
1305,04-CNEA-0.1,4,7,Southwestern Lake Ontario,2005-10-19 11:00,chloride (as cl),10.3,mg/l,10.3,42.383055,-78.15472,,F
1306,04-CNEA-0.1,4,7,Southwestern Lake Ontario,2005-04-12,chloride (as cl),14.6,mg/l,14.6,42.383055,-78.15472,,F
1307,04-CNEA-0.1,4,7,Southwestern Lake Ontario,2005-05-24 10:00,chloride (as cl),12,mg/l,12,42.383055,-78.15472,,F
1308,04-CNEA-0.1,4,7,Southwestern Lake Ontario,2005-05-03 11:00,chloride (as cl),9.98,mg/l,9.98,42.383055,-78.15472,,F
1309,04-CNEA-0.1,4,7,Southwestern Lake Ontario,2005-11-09 10:00,chloride (as cl),12.3,mg/l,12.3,42.383055,-78.15472,,F
1310,04-CNEA-10.1,4,7,Southwestern Lake Ontario,2019-07-24 19:45,chloride (as cl),4.4,mg/l,4.4,42.358923,-78.301007,,F
1311,04-CNEA-6.5,4,7,Southwestern Lake Ontario,2019-07-24 21:00,chloride (as cl),6.4,mg/l,6.4,42.38255,-78.25355,,F
1312,04-COHO_T41-0.1,4,7,Upper Susquehanna,2019-07-17 16:10,chloride (as cl),14.5,mg/l,14.5,42.482383,-77.48342,,F
1313,04-CONE-1.9,4,7,Southwestern Lake Ontario,2019-07-23 18:00,chloride (as cl),67.1,mg/l,67.1,42.89851,-77.76409,,F
1314,04-CRAW-0.4,4,7,Southwestern Lake Ontario,2015-06-16 11:00,chloride (as cl),2.6,mg/l,2.6,42.36873,-78.1392,,F
1315,04-CRAW-0.4,4,7,Southwestern Lake Ontario,2015-09-22 11:00,chloride (as cl),8.04,mg/l,8.04,42.36873,-78.1392,,F
1316,04-CRAW-0.4,4,7,Southwestern Lake Ontario,2015-04-20 9:00,chloride (as cl),5.2,mg/l,5.2,42.36873,-78.1392,,F
1317,04-CRAW-0.4,4,7,Southwestern Lake Ontario,2015-08-04 9:00,chloride (as cl),8.41,mg/l,8.41,42.36873,-78.1392,,F
1318,04-CRAW-0.4,4,7,Southwestern Lake Ontario,2015-05-11 11:00,chloride (as cl),2.7,mg/l,2.7,42.36873,-78.1392,,F
1319,04-CRAW-0.4,4,7,Southwestern Lake Ontario,2015-10-28 11:00,chloride (as cl),5.84,mg/l,5.84,42.36873,-78.1392,,F
1320,04-CRYD-2.3,4,8,Southwestern Lake Ontario,2010-04-05 9:30,chloride (as cl),21.3,mg/l,21.3,42.00763,-77.84185,,F
1321,04-CRYD-2.3,4,8,Southwestern Lake Ontario,2010-06-28 9:40,chloride (as cl),33,mg/l,33,42.00763,-77.84185,,F
1322,04-CRYD-2.3,4,8,Southwestern Lake Ontario,2010-08-16 10:00,chloride (as cl),38.8,mg/l,38.8,42.00763,-77.84185,,F
1323,04-CRYD-2.3,4,8,Southwestern Lake Ontario,2010-09-14 9:45,chloride (as cl),40.6,mg/l,40.6,42.00763,-77.84185,,F
1324,04-CRYD-2.3,4,8,Southwestern Lake Ontario,2010-04-26 9:40,chloride (as cl),29.7,mg/l,29.7,42.00763,-77.84185,,F
1325,04-CRYD-2.3,4,8,Southwestern Lake Ontario,2010-06-14 9:40,chloride (as cl),22.7,mg/l,22.7,42.00763,-77.84185,,F
1326,04-CRYD-2.3,4,8,Southwestern Lake Ontario,2010-10-25 10:00,chloride (as cl),23.6,mg/l,23.6,42.00763,-77.84185,,F
1327,04-CRYD-2.3,4,8,Southwestern Lake Ontario,2010-07-26 9:30,chloride (as cl),33.5,mg/l,33.5,42.00763,-77.84185,,F
1328,04-CRYD-2.3,4,8,Southwestern Lake Ontario,2010-05-18 9:45,chloride (as cl),20.6,mg/l,20.6,42.00763,-77.84185,,F
1329,04-CRYD-2.3,4,8,Southwestern Lake Ontario,2010-10-04 10:00,chloride (as cl),28,mg/l,28,42.00763,-77.84185,,F
1330,04-DUNN-0.1,4,7,Southwestern Lake Ontario,2019-07-24 20:00,chloride (as cl),56.7,mg/l,56.7,42.541716,-77.91948,,T
1331,04-DYKE-0.3,4,7,Southwestern Lake Ontario,2005-09-06 9:00,chloride (as cl),31.3,mg/l,31.3,42.118055,-77.941389,,F
1332,04-DYKE-0.3,4,7,Southwestern Lake Ontario,2005-11-09 9:00,chloride (as cl),23,mg/l,23,42.118055,-77.941389,,F
1333,04-DYKE-0.3,4,7,Southwestern Lake Ontario,2005-08-11,chloride (as cl),33.7,mg/l,33.7,42.118055,-77.941389,,F
1334,04-DYKE-0.3,4,7,Southwestern Lake Ontario,2005-07-11 12:00,chloride (as cl),29.8,mg/l,29.8,42.118055,-77.941389,,F
1335,04-DYKE-0.3,4,7,Southwestern Lake Ontario,2005-06-14 9:00,chloride (as cl),32.2,mg/l,32.2,42.118055,-77.941389,,F
1336,04-DYKE-0.3,4,7,Southwestern Lake Ontario,2005-10-19 9:00,chloride (as cl),33.2,mg/l,33.2,42.118055,-77.941389,,F
1337,04-DYKE-0.3,4,7,Southwestern Lake Ontario,2005-05-24 8:00,chloride (as cl),24.3,mg/l,24.3,42.118055,-77.941389,,F
1338,04-DYKE-0.3,4,7,Southwestern Lake Ontario,2005-09-27 9:00,chloride (as cl),29.8,mg/l,29.8,42.118055,-77.941389,,F
1339,04-DYKE-0.3,4,7,Southwestern Lake Ontario,2005-05-03 9:00,chloride (as cl),17.4,mg/l,17.4,42.118055,-77.941389,,F
1340,04-DYKE-0.3,4,7,Southwestern Lake Ontario,2005-04-12,chloride (as cl),17.2,mg/l,17.2,42.118055,-77.941389,,F
1341,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2015-08-04 12:00,chloride (as cl),31.9,mg/l,31.9,42.535556,-78.096667,,F
1342,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2015-04-21 10:00,chloride (as cl),41.1,mg/l,41.1,42.535556,-78.096667,,F
1343,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2005-11-09 11:00,chloride (as cl),23.8,mg/l,23.8,42.535556,-78.096667,,F
1344,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2005-09-06 12:00,chloride (as cl),24.3,mg/l,24.3,42.535556,-78.096667,,F
1345,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2005-06-14 11:00,chloride (as cl),20.8,mg/l,20.8,42.535556,-78.096667,,F
1346,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2015-05-11 12:00,chloride (as cl),26.4,mg/l,26.4,42.535556,-78.096667,,F
1347,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2015-06-16 12:00,chloride (as cl),16.8,mg/l,16.8,42.535556,-78.096667,,F
1348,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2005-10-19 11:00,chloride (as cl),27.6,mg/l,27.6,42.535556,-78.096667,,F
1349,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2005-07-11 14:00,chloride (as cl),24.2,mg/l,24.2,42.535556,-78.096667,,F
1350,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2005-05-03 12:00,chloride (as cl),21.4,mg/l,21.4,42.535556,-78.096667,,F
1351,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2005-05-24 11:00,chloride (as cl),23.4,mg/l,23.4,42.535556,-78.096667,,F
1352,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2005-09-27 11:00,chloride (as cl),42.3,mg/l,42.3,42.535556,-78.096667,,F
1353,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2005-08-11,chloride (as cl),25,mg/l,25,42.535556,-78.096667,,F
1354,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2005-04-12,chloride (as cl),20.9,mg/l,20.9,42.535556,-78.096667,,F
1355,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2015-09-22 12:00,chloride (as cl),29.4,mg/l,29.4,42.535556,-78.096667,,F
1356,04-EKOY-1.9,4,7,Southwestern Lake Ontario,2015-10-28 12:00,chloride (as cl),28.5,mg/l,28.5,42.535556,-78.096667,,F
1357,04-EKOY-10.4,4,7,Southwestern Lake Ontario,2019-07-24 14:00,chloride (as cl),21.6,mg/l,21.6,42.63941,-78.13737,,F
1358,04-EKOY-2.2,4,7,Southwestern Lake Ontario,2019-07-24 15:30,chloride (as cl),24.2,mg/l,24.2,42.53924,-78.09739,,F
1359,04-GENS-2.6,4,7,Southwestern Lake Ontario,2017-08-14 11:00,chloride (as cl),59.6,mg/l,59.6,43.22722,-77.61639,,F
1360,04-GENS-2.6,4,7,Southwestern Lake Ontario,2017-10-16 10:00,chloride (as cl),45.9,mg/l,45.9,43.22722,-77.61639,,F
1361,04-GENS-2.6,4,7,Southwestern Lake Ontario,2004-05-10 11:00,chloride (as cl),49.4,mg/l,49.4,43.22722,-77.61639,,F
1362,04-GENS-2.6,4,7,Southwestern Lake Ontario,2008-07-16 11:00,chloride (as cl),78,mg/l,78,43.22722,-77.61639,,F
1363,04-GENS-2.6,4,7,Southwestern Lake Ontario,2016-04-27 11:00,chloride (as cl),53,mg/l,53,43.22722,-77.61639,,F
1364,04-GENS-2.6,4,7,Southwestern Lake Ontario,2008-05-14 11:00,chloride (as cl),57,mg/l,57,43.22722,-77.61639,,F
1365,04-GENS-2.6,4,7,Southwestern Lake Ontario,2014-10-07 9:31,chloride (as cl),52.9,mg/l,52.9,43.22722,-77.61639,,F
1366,04-GENS-2.6,4,7,Southwestern Lake Ontario,2008-06-23 10:00,chloride (as cl),58,mg/l,58,43.22722,-77.61639,,F
1367,04-GENS-2.6,4,7,Southwestern Lake Ontario,2015-06-17 13:00,chloride (as cl),46.1,mg/l,46.1,43.22722,-77.61639,,F
1368,04-GENS-2.6,4,7,Southwestern Lake Ontario,2010-05-20 13:00,chloride (as cl),49.4,mg/l,49.4,43.22722,-77.61639,,F
1369,04-GENS-2.6,4,7,Southwestern Lake Ontario,2006-05-08 10:00,chloride (as cl),56.8,mg/l,56.8,43.22722,-77.61639,,F
1370,04-GENS-2.6,4,7,Southwestern Lake Ontario,2007-11-01 10:00,chloride (as cl),38,mg/l,38,43.22722,-77.61639,,F
1371,04-GENS-2.6,4,7,Southwestern Lake Ontario,2001-10-29 11:00,chloride (as cl),53.5,mg/l,53.5,43.22722,-77.61639,,F
1372,04-GENS-2.6,4,7,Southwestern Lake Ontario,2017-06-14 9:00,chloride (as cl),65.5,mg/l,65.5,43.22722,-77.61639,,F
1373,04-GENS-2.6,4,7,Southwestern Lake Ontario,2019-08-14 15:00,chloride (as cl),59.7,mg/l,59.7,43.22722,-77.61639,,F
1374,04-GENS-2.6,4,7,Southwestern Lake Ontario,2002-09-17 10:00,chloride (as cl),46.8,mg/l,46.8,43.22722,-77.61639,,F
1375,04-GENS-2.6,4,7,Southwestern Lake Ontario,2004-10-26 11:00,chloride (as cl),43.7,mg/l,43.7,43.22722,-77.61639,,F
1376,04-GENS-2.6,4,7,Southwestern Lake Ontario,2003-10-28 11:00,chloride (as cl),50.4,mg/l,50.4,43.22722,-77.61639,,F
1377,04-GENS-2.6,4,7,Southwestern Lake Ontario,2010-04-28 15:25,chloride (as cl),65.3,mg/l,65.3,43.22722,-77.61639,,F
1378,04-GENS-2.6,4,7,Southwestern Lake Ontario,2018-04-17 14:00,chloride (as cl),54.9,mg/l,54.9,43.22722,-77.61639,,F
1379,04-GENS-2.6,4,7,Southwestern Lake Ontario,2009-04-23 14:00,chloride (as cl),57.5,mg/l,57.5,43.22722,-77.61639,,F
1380,04-GENS-2.6,4,7,Southwestern Lake Ontario,2009-05-13 11:00,chloride (as cl),57.1,mg/l,57.1,43.22722,-77.61639,,F
1381,04-GENS-2.6,4,7,Southwestern Lake Ontario,2008-04-23 11:00,chloride (as cl),49.4,mg/l,49.4,43.22722,-77.61639,,F
1382,04-GENS-2.6,4,7,Southwestern Lake Ontario,2005-05-03 13:00,chloride (as cl),37.6,mg/l,37.6,43.22722,-77.61639,,F
1383,04-GENS-2.6,4,7,Southwestern Lake Ontario,2015-10-27 11:00,chloride (as cl),66.7,mg/l,66.7,43.22722,-77.61639,,F
1384,04-GENS-2.6,4,7,Southwestern Lake Ontario,2012-10-16 11:00,chloride (as cl),58,mg/l,58,43.22722,-77.61639,,F
1385,04-GENS-2.6,4,7,Southwestern Lake Ontario,2018-06-11 14:00,chloride (as cl),59.8,mg/l,59.8,43.22722,-77.61639,,F
1386,04-GENS-2.6,4,7,Southwestern Lake Ontario,2010-07-19 12:15,chloride (as cl),73.8,mg/l,73.8,43.22722,-77.61639,,F
1387,04-GENS-2.6,4,7,Southwestern Lake Ontario,2019-10-21 4:00,chloride (as cl),59.2,mg/l,59.2,43.22722,-77.61639,,F
1388,04-GENS-2.6,4,7,Southwestern Lake Ontario,2008-09-03 11:00,chloride (as cl),55.8,mg/l,55.8,43.22722,-77.61639,,F
1389,04-GENS-2.6,4,7,Southwestern Lake Ontario,2019-06-11 16:00,chloride (as cl),41.7,mg/l,41.7,43.22722,-77.61639,,F
1390,04-GENS-2.6,4,7,Southwestern Lake Ontario,2013-05-07 11:00,chloride (as cl),58.2,mg/l,58.2,43.22722,-77.61639,,F
1391,04-GENS-2.6,4,7,Southwestern Lake Ontario,2003-04-23 12:00,chloride (as cl),32.8,mg/l,32.8,43.22722,-77.61639,,F
1392,04-GENS-2.6,4,7,Southwestern Lake Ontario,2019-04-16 14:00,chloride (as cl),52.6,mg/l,52.6,43.22722,-77.61639,,F
1393,04-GENS-2.6,4,7,Southwestern Lake Ontario,2011-08-11 11:00,chloride (as cl),68.9,mg/l,68.9,43.22722,-77.61639,,F
1394,04-GENS-2.6,4,7,Southwestern Lake Ontario,2011-10-25 10:40,chloride (as cl),30.5,mg/l,30.5,43.22722,-77.61639,,F
1395,04-GENS-2.6,4,7,Southwestern Lake Ontario,2015-08-05 12:00,chloride (as cl),70.8,mg/l,70.8,43.22722,-77.61639,,F
1396,04-GENS-2.6,4,7,Southwestern Lake Ontario,2010-06-16 11:45,chloride (as cl),44.3,mg/l,44.3,43.22722,-77.61639,,F
1397,04-GENS-2.6,4,7,Southwestern Lake Ontario,2011-09-28 11:00,chloride (as cl),60.6,mg/l,60.6,43.22722,-77.61639,,F
1398,04-GENS-2.6,4,7,Southwestern Lake Ontario,2010-09-13 11:45,chloride (as cl),49.2,mg/l,49.2,43.22722,-77.61639,,F
1399,04-GENS-2.6,4,7,Southwestern Lake Ontario,2002-05-15 11:00,chloride (as cl),47.8,mg/l,47.8,43.22722,-77.61639,,F
1400,04-GENS-2.6,4,7,Southwestern Lake Ontario,2016-06-22 10:00,chloride (as cl),66.7,mg/l,66.7,43.22722,-77.61639,,F
1401,04-GENS-2.6,4,7,Southwestern Lake Ontario,2004-06-23 11:00,chloride (as cl),48.4,mg/l,48.4,43.22722,-77.61639,,F
1402,04-GENS-2.6,4,7,Southwestern Lake Ontario,2006-10-24 11:00,chloride (as cl),28.3,mg/l,28.3,43.22722,-77.61639,,F
1403,04-GENS-2.6,4,7,Southwestern Lake Ontario,2005-09-27 14:00,chloride (as cl),51.9,mg/l,51.9,43.22722,-77.61639,,F
1404,04-GENS-2.6,4,7,Southwestern Lake Ontario,2002-06-24 10:00,chloride (as cl),38.6,mg/l,38.6,43.22722,-77.61639,,F
1405,04-GENS-2.6,4,7,Southwestern Lake Ontario,2002-04-23 12:00,chloride (as cl),52.1,mg/l,52.1,43.22722,-77.61639,,F
1406,04-GENS-2.6,4,7,Southwestern Lake Ontario,2004-04-20 10:00,chloride (as cl),47.9,mg/l,47.9,43.22722,-77.61639,,F
1407,04-GENS-2.6,4,7,Southwestern Lake Ontario,2015-04-21 13:00,chloride (as cl),37.6,mg/l,37.6,43.22722,-77.61639,,F
1408,04-GENS-2.6,4,7,Southwestern Lake Ontario,2007-07-24 11:00,chloride (as cl),60,mg/l,60,43.22722,-77.61639,,F
1409,04-GENS-2.6,4,7,Southwestern Lake Ontario,2013-09-18 9:45,chloride (as cl),69.5,mg/l,69.5,43.22722,-77.61639,,F
1410,04-GENS-2.6,4,7,Southwestern Lake Ontario,2004-08-18 10:00,chloride (as cl),48.8,mg/l,48.8,43.22722,-77.61639,,F
1411,04-GENS-2.6,4,7,Southwestern Lake Ontario,2003-09-15 10:00,chloride (as cl),40.5,mg/l,40.5,43.22722,-77.61639,,F
1412,04-GENS-2.6,4,7,Southwestern Lake Ontario,2007-05-14 11:00,chloride (as cl),51.9,mg/l,51.9,43.22722,-77.61639,,F
1413,04-GENS-2.6,4,7,Southwestern Lake Ontario,2007-09-18 11:00,chloride (as cl),40.2,mg/l,40.2,43.22722,-77.61639,,F
1414,04-GENS-2.6,4,7,Southwestern Lake Ontario,2008-10-20 12:00,chloride (as cl),60.3,mg/l,60.3,43.22722,-77.61639,,F
1415,04-GENS-2.6,4,7,Southwestern Lake Ontario,2012-07-17 10:45,chloride (as cl),47.2,mg/l,47.2,43.22722,-77.61639,,F
1416,04-GENS-2.6,4,7,Southwestern Lake Ontario,2006-04-17 11:00,chloride (as cl),43.6,mg/l,43.6,43.22722,-77.61639,,F
1417,04-GENS-2.6,4,7,Southwestern Lake Ontario,2002-10-28 11:00,chloride (as cl),43.1,mg/l,43.1,43.22722,-77.61639,,F
1418,04-GENS-2.6,4,7,Southwestern Lake Ontario,2005-07-12 14:00,chloride (as cl),59.3,mg/l,59.3,43.22722,-77.61639,,F
1419,04-GENS-2.6,4,7,Southwestern Lake Ontario,2001-06-26 11:00,chloride (as cl),66.6,mg/l,66.6,43.22722,-77.61639,,F
1420,04-GENS-2.6,4,7,Southwestern Lake Ontario,2001-04-23 12:00,chloride (as cl),18.5,mg/l,18.5,43.22722,-77.61639,,F
1421,04-GENS-2.6,4,7,Southwestern Lake Ontario,2014-04-28 11:30,chloride (as cl),46.9,mg/l,46.9,43.22722,-77.61639,,F
1422,04-GENS-2.6,4,7,Southwestern Lake Ontario,2009-06-24 10:00,chloride (as cl),28.5,mg/l,28.5,43.22722,-77.61639,,F
1423,04-GENS-2.6,4,7,Southwestern Lake Ontario,2016-10-05 10:00,chloride (as cl),54.8,mg/l,54.8,43.22722,-77.61639,,F
1424,04-GENS-2.6,4,7,Southwestern Lake Ontario,2003-08-19 10:00,chloride (as cl),18,mg/l,18,43.22722,-77.61639,,F
1425,04-GENS-2.6,4,7,Southwestern Lake Ontario,2001-05-22 11:00,chloride (as cl),57.2,mg/l,57.2,43.22722,-77.61639,,F
1426,04-GENS-2.6,4,7,Southwestern Lake Ontario,2010-10-06 11:10,chloride (as cl),35.1,mg/l,35.1,43.22722,-77.61639,,F
1427,04-GENS-2.6,4,7,Southwestern Lake Ontario,2005-05-23 13:00,chloride (as cl),55.7,mg/l,55.7,43.22722,-77.61639,,F
1428,04-GENS-2.6,4,7,Southwestern Lake Ontario,2012-09-04 10:00,chloride (as cl),59.9,mg/l,59.9,43.22722,-77.61639,,F
1429,04-GENS-2.6,4,7,Southwestern Lake Ontario,2005-08-09,chloride (as cl),48.8,mg/l,48.8,43.22722,-77.61639,,F
1430,04-GENS-2.6,4,7,Southwestern Lake Ontario,2002-08-06 11:00,chloride (as cl),63.2,mg/l,63.2,43.22722,-77.61639,,F
1431,04-GENS-2.6,4,7,Southwestern Lake Ontario,2014-06-24 12:00,chloride (as cl),56.2,mg/l,56.2,43.22722,-77.61639,,F
1432,04-GENS-2.6,4,7,Southwestern Lake Ontario,2013-04-16 10:40,chloride (as cl),32.3,mg/l,32.3,43.22722,-77.61639,,F
1433,04-GENS-2.6,4,7,Southwestern Lake Ontario,2012-04-17,chloride (as cl),53.8,mg/l,53.8,43.22722,-77.61639,,F
1434,04-GENS-2.6,4,7,Southwestern Lake Ontario,2006-07-17 11:00,chloride (as cl),39.4,mg/l,39.4,43.22722,-77.61639,,F
1435,04-GENS-2.6,4,7,Southwestern Lake Ontario,2006-09-13 14:00,chloride (as cl),33.8,mg/l,33.8,43.22722,-77.61639,,F
1436,04-GENS-2.6,4,7,Southwestern Lake Ontario,2003-05-13 12:00,chloride (as cl),69,mg/l,69,43.22722,-77.61639,,F
1437,04-GENS-2.6,4,7,Southwestern Lake Ontario,2006-06-22 10:00,chloride (as cl),47.1,mg/l,47.1,43.22722,-77.61639,,F
1438,04-GENS-2.6,4,7,Southwestern Lake Ontario,2016-08-09 10:00,chloride (as cl),82,mg/l,82,43.22722,-77.61639,,F
1439,04-GENS-2.6,4,7,Southwestern Lake Ontario,2009-10-26 13:15,chloride (as cl),33.7,mg/l,33.7,43.22722,-77.61639,,F
1440,04-GENS-2.6,4,7,Southwestern Lake Ontario,2004-10-05 10:00,chloride (as cl),49.6,mg/l,49.6,43.22722,-77.61639,,F
1441,04-GENS-2.6,4,7,Southwestern Lake Ontario,2005-10-18 13:00,chloride (as cl),52.9,mg/l,52.9,43.22722,-77.61639,,F
1442,04-GENS-2.6,4,7,Southwestern Lake Ontario,2013-05-28 10:50,chloride (as cl),43.9,mg/l,43.9,43.22722,-77.61639,,F
1443,04-GENS-2.6,4,7,Southwestern Lake Ontario,2012-05-22 11:00,chloride (as cl),50,mg/l,50,43.22722,-77.61639,,F
1444,04-GENS-2.6,4,7,Southwestern Lake Ontario,2001-09-10 12:00,chloride (as cl),67.2,mg/l,67.2,43.22722,-77.61639,,F
1445,04-GENS-2.6,4,7,Southwestern Lake Ontario,2012-06-13 10:30,chloride (as cl),51.8,mg/l,51.8,43.22722,-77.61639,,F
1446,04-GENS-2.6,4,7,Southwestern Lake Ontario,2013-07-02 10:30,chloride (as cl),54.7,mg/l,54.7,43.22722,-77.61639,,F
1447,04-GENS-2.6,4,7,Southwestern Lake Ontario,2013-10-08 11:00,chloride (as cl),64.8,mg/l,64.8,43.22722,-77.61639,,F
1448,04-GENS-2.6,4,7,Southwestern Lake Ontario,2009-09-23 10:00,chloride (as cl),45,mg/l,45,43.22722,-77.61639,,F
1449,04-GENS-2.6,4,7,Southwestern Lake Ontario,2003-06-25 11:00,chloride (as cl),45.6,mg/l,45.6,43.22722,-77.61639,,F
1450,04-GENS-2.6,4,7,Southwestern Lake Ontario,2001-07-31 11:00,chloride (as cl),46.1,mg/l,46.1,43.22722,-77.61639,,F
1451,04-GENS-2.6,4,7,Southwestern Lake Ontario,2014-08-11 9:30,chloride (as cl),40.3,mg/l,40.3,43.22722,-77.61639,,F
1452,04-GENS-35.1,4,7,Southwestern Lake Ontario,2019-07-23 19:00,chloride (as cl),28.8,mg/l,28.8,42.91782,-77.75733,,F
1453,04-GENS-44.1,4,7,Southwestern Lake Ontario,2019-07-24 13:00,chloride (as cl),19.7,mg/l,19.7,42.864352,-77.85034,,F
1454,04-GRIM-6.3,4,7,Oswego,2019-07-17 20:30,chloride (as cl),15,mg/l,15,42.673652,-77.441223,,F
1455,04-HONY-11.8,4,7,Southwestern Lake Ontario,2019-07-23 19:20,chloride (as cl),43.9,mg/l,43.9,42.96682,-77.61338,,F
1456,04-HONY-9.6,4,7,Southwestern Lake Ontario,2015-05-12 10:00,chloride (as cl),51.5,mg/l,51.5,42.98363,-77.60016,,F
1457,04-HONY-9.6,4,7,Southwestern Lake Ontario,2015-04-20 10:00,chloride (as cl),54.3,mg/l,54.3,42.98363,-77.60016,,F
1458,04-HONY-9.6,4,7,Southwestern Lake Ontario,2015-08-04 11:00,chloride (as cl),49.1,mg/l,49.1,42.98363,-77.60016,,F
1459,04-HONY-9.6,4,7,Southwestern Lake Ontario,2005-05-25 10:00,chloride (as cl),41.6,mg/l,41.6,42.98363,-77.60016,,F
1460,04-HONY-9.6,4,7,Southwestern Lake Ontario,2005-09-26 10:00,chloride (as cl),44.9,mg/l,44.9,42.98363,-77.60016,,F
1461,04-HONY-9.6,4,7,Southwestern Lake Ontario,2015-06-16 12:00,chloride (as cl),26.2,mg/l,26.2,42.98363,-77.60016,,F
1462,04-HONY-9.6,4,7,Southwestern Lake Ontario,2005-06-15 10:00,chloride (as cl),26.2,mg/l,26.2,42.98363,-77.60016,,F
1463,04-HONY-9.6,4,7,Southwestern Lake Ontario,2005-07-11 16:00,chloride (as cl),38.9,mg/l,38.9,42.98363,-77.60016,,F
1464,04-HONY-9.6,4,7,Southwestern Lake Ontario,2005-08-10,chloride (as cl),41.8,mg/l,41.8,42.98363,-77.60016,,F
1465,04-HONY-9.6,4,7,Southwestern Lake Ontario,2005-09-07 10:00,chloride (as cl),42.7,mg/l,42.7,42.98363,-77.60016,,F
1466,04-HONY-9.6,4,7,Southwestern Lake Ontario,2005-04-13,chloride (as cl),34.5,mg/l,34.5,42.98363,-77.60016,,F
1467,04-HONY-9.6,4,7,Southwestern Lake Ontario,2015-10-28 10:00,chloride (as cl),63.2,mg/l,63.2,42.98363,-77.60016,,F
1468,04-HONY-9.6,4,7,Southwestern Lake Ontario,2005-10-19 10:00,chloride (as cl),57.9,mg/l,57.9,42.98363,-77.60016,,F
1469,04-HONY-9.6,4,7,Southwestern Lake Ontario,2015-09-22 11:00,chloride (as cl),67.1,mg/l,67.1,42.98363,-77.60016,,F
1470,04-HONY-9.6,4,7,Southwestern Lake Ontario,2005-05-04 9:00,chloride (as cl),36.4,mg/l,36.4,42.98363,-77.60016,,F
1471,04-HONY-9.6,4,7,Southwestern Lake Ontario,2005-11-10 9:00,chloride (as cl),41.4,mg/l,41.4,42.98363,-77.60016,,F
1472,04-HONY_T13-5.7,4,7,Southwestern Lake Ontario,2019-07-23 18:30,chloride (as cl),33.7,mg/l,33.7,42.936542,-77.548448,,F
